,GTPC_alphaticr.alphaticr.alphaticr,GTPC_alphaticr.alphaticr.aromatic,GTPC_alphaticr.alphaticr.postivecharger,GTPC_alphaticr.alphaticr.negativecharger,GTPC_alphaticr.alphaticr.uncharger,GTPC_alphaticr.aromatic.alphaticr,GTPC_alphaticr.aromatic.aromatic,GTPC_alphaticr.aromatic.postivecharger,GTPC_alphaticr.aromatic.negativecharger,GTPC_alphaticr.aromatic.uncharger,GTPC_alphaticr.postivecharger.alphaticr,GTPC_alphaticr.postivecharger.aromatic,GTPC_alphaticr.postivecharger.postivecharger,GTPC_alphaticr.postivecharger.negativecharger,GTPC_alphaticr.postivecharger.uncharger,GTPC_alphaticr.negativecharger.alphaticr,GTPC_alphaticr.negativecharger.aromatic,GTPC_alphaticr.negativecharger.postivecharger,GTPC_alphaticr.negativecharger.negativecharger,GTPC_alphaticr.negativecharger.uncharger,GTPC_alphaticr.uncharger.alphaticr,GTPC_alphaticr.uncharger.aromatic,GTPC_alphaticr.uncharger.postivecharger,GTPC_alphaticr.uncharger.negativecharger,GTPC_alphaticr.uncharger.uncharger,GTPC_aromatic.alphaticr.alphaticr,GTPC_aromatic.alphaticr.aromatic,GTPC_aromatic.alphaticr.postivecharger,GTPC_aromatic.alphaticr.negativecharger,GTPC_aromatic.alphaticr.uncharger,GTPC_aromatic.aromatic.alphaticr,GTPC_aromatic.aromatic.aromatic,GTPC_aromatic.aromatic.postivecharger,GTPC_aromatic.aromatic.negativecharger,GTPC_aromatic.aromatic.uncharger,GTPC_aromatic.postivecharger.alphaticr,GTPC_aromatic.postivecharger.aromatic,GTPC_aromatic.postivecharger.postivecharger,GTPC_aromatic.postivecharger.negativecharger,GTPC_aromatic.postivecharger.uncharger,GTPC_aromatic.negativecharger.alphaticr,GTPC_aromatic.negativecharger.aromatic,GTPC_aromatic.negativecharger.postivecharger,GTPC_aromatic.negativecharger.negativecharger,GTPC_aromatic.negativecharger.uncharger,GTPC_aromatic.uncharger.alphaticr,GTPC_aromatic.uncharger.aromatic,GTPC_aromatic.uncharger.postivecharger,GTPC_aromatic.uncharger.negativecharger,GTPC_aromatic.uncharger.uncharger,GTPC_postivecharger.alphaticr.alphaticr,GTPC_postivecharger.alphaticr.aromatic,GTPC_postivecharger.alphaticr.postivecharger,GTPC_postivecharger.alphaticr.negativecharger,GTPC_postivecharger.alphaticr.uncharger,GTPC_postivecharger.aromatic.alphaticr,GTPC_postivecharger.aromatic.aromatic,GTPC_postivecharger.aromatic.postivecharger,GTPC_postivecharger.aromatic.negativecharger,GTPC_postivecharger.aromatic.uncharger,GTPC_postivecharger.postivecharger.alphaticr,GTPC_postivecharger.postivecharger.aromatic,GTPC_postivecharger.postivecharger.postivecharger,GTPC_postivecharger.postivecharger.negativecharger,GTPC_postivecharger.postivecharger.uncharger,GTPC_postivecharger.negativecharger.alphaticr,GTPC_postivecharger.negativecharger.aromatic,GTPC_postivecharger.negativecharger.postivecharger,GTPC_postivecharger.negativecharger.negativecharger,GTPC_postivecharger.negativecharger.uncharger,GTPC_postivecharger.uncharger.alphaticr,GTPC_postivecharger.uncharger.aromatic,GTPC_postivecharger.uncharger.postivecharger,GTPC_postivecharger.uncharger.negativecharger,GTPC_postivecharger.uncharger.uncharger,GTPC_negativecharger.alphaticr.alphaticr,GTPC_negativecharger.alphaticr.aromatic,GTPC_negativecharger.alphaticr.postivecharger,GTPC_negativecharger.alphaticr.negativecharger,GTPC_negativecharger.alphaticr.uncharger,GTPC_negativecharger.aromatic.alphaticr,GTPC_negativecharger.aromatic.aromatic,GTPC_negativecharger.aromatic.postivecharger,GTPC_negativecharger.aromatic.negativecharger,GTPC_negativecharger.aromatic.uncharger,GTPC_negativecharger.postivecharger.alphaticr,GTPC_negativecharger.postivecharger.aromatic,GTPC_negativecharger.postivecharger.postivecharger,GTPC_negativecharger.postivecharger.negativecharger,GTPC_negativecharger.postivecharger.uncharger,GTPC_negativecharger.negativecharger.alphaticr,GTPC_negativecharger.negativecharger.aromatic,GTPC_negativecharger.negativecharger.postivecharger,GTPC_negativecharger.negativecharger.negativecharger,GTPC_negativecharger.negativecharger.uncharger,GTPC_negativecharger.uncharger.alphaticr,GTPC_negativecharger.uncharger.aromatic,GTPC_negativecharger.uncharger.postivecharger,GTPC_negativecharger.uncharger.negativecharger,GTPC_negativecharger.uncharger.uncharger,GTPC_uncharger.alphaticr.alphaticr,GTPC_uncharger.alphaticr.aromatic,GTPC_uncharger.alphaticr.postivecharger,GTPC_uncharger.alphaticr.negativecharger,GTPC_uncharger.alphaticr.uncharger,GTPC_uncharger.aromatic.alphaticr,GTPC_uncharger.aromatic.aromatic,GTPC_uncharger.aromatic.postivecharger,GTPC_uncharger.aromatic.negativecharger,GTPC_uncharger.aromatic.uncharger,GTPC_uncharger.postivecharger.alphaticr,GTPC_uncharger.postivecharger.aromatic,GTPC_uncharger.postivecharger.postivecharger,GTPC_uncharger.postivecharger.negativecharger,GTPC_uncharger.postivecharger.uncharger,GTPC_uncharger.negativecharger.alphaticr,GTPC_uncharger.negativecharger.aromatic,GTPC_uncharger.negativecharger.postivecharger,GTPC_uncharger.negativecharger.negativecharger,GTPC_uncharger.negativecharger.uncharger,GTPC_uncharger.uncharger.alphaticr,GTPC_uncharger.uncharger.aromatic,GTPC_uncharger.uncharger.postivecharger,GTPC_uncharger.uncharger.negativecharger,GTPC_uncharger.uncharger.uncharger,y
peptide_nv_30,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_31,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0,0.0689655172413793,0.0344827586206896,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.1034482758620689,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034482758620689,0.0344827586206896,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379310344827586,0.0,0.0,0.0,0.0344827586206896,0
peptide_nv_32,0.0769230769230769,0.0,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0
peptide_nv_33,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_34,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_35,0.1052631578947368,0.0,0.0526315789473684,0.0131578947368421,0.0657894736842105,0.0131578947368421,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0131578947368421,0.0,0.0394736842105263,0.0526315789473684,0.0,0.0,0.0,0.0131578947368421,0.0921052631578947,0.0,0.0131578947368421,0.0,0.0263157894736842,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0131578947368421,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394736842105263,0.0,0.0,0.0131578947368421,0.0,0.0263157894736842,0.0,0.0,0.0,0.0394736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0131578947368421,0.0263157894736842,0.0394736842105263,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0131578947368421,0.0,0.0,0.0,0.0131578947368421,0.0131578947368421,0.0,0.0,0.0,0.0,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0,0.0131578947368421,0
peptide_nv_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_37,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_38,0.2,0.0888888888888888,0.0222222222222222,0.0,0.0444444444444444,0.0666666666666666,0.0,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0
peptide_nv_39,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0
peptide_nv_40,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.125,0
peptide_nv_41,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0
peptide_nv_43,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0
peptide_nv_44,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nv_45,0.0666666666666666,0.0666666666666666,0.0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.1,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0333333333333333,0.0,0
peptide_nv_46,0.0,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0416666666666666,0.0833333333333333,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0416666666666666,0
peptide_nv_47,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.1176470588235294,0
peptide_nv_48,0.081081081081081,0.1081081081081081,0.0,0.0,0.1081081081081081,0.1081081081081081,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621621621621621,0.027027027027027,0.0,0.0,0.0,0.1081081081081081,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351351351351351,0.0,0.0,0.0,0.054054054054054,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
